# Simulation 9 (Up to date)
# 489 data points written for 54 variables.
# Simulation warnings:
#   Recovery device deployment at high speed (20.1 m/s)
#
# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Propellant mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
# Event LAUNCH occurred at t=0 seconds
# Event IGNITION occurred at t=0 seconds
30.679,517.72,-7.5191,-0.0023322,7.5196,0.21153,-24.331,-0.0099163,24.331,-179.98,2.1346,0.21152,28.61,-80.6,9.7906,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.022225,273752,0,1.8624,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0010165,NaN,NaN,NaN,NaN,2.0786,11.61,952.21,338.33,0.5,0.10792
31.179,513.96,-7.5168,0.0045465,7.5211,0.22909,-25.37,-0.0099765,25.37,-179.98,2.02,0.22904,28.61,-80.6,9.7906,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.022229,273884,0,1.8638,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0010118,NaN,NaN,NaN,NaN,1.9595,11.635,952.63,338.35,0.5,0.10794
31.679,510.2,-7.5168,-5.189e-5,7.5172,0.10071,-26.392,-0.010034,26.392,-179.98,2.0704,0.10071,28.61,-80.6,9.7906,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.022216,273821,0,1.8625,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0010065,NaN,NaN,NaN,NaN,2.0981,11.659,953.05,338.36,0.5,0.10796
32.179,506.44,-7.5139,0.0057963,7.519,0.23698,-27.398,-0.010089,27.398,-179.98,1.9519,0.23691,28.61,-80.6,9.7906,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.022221,273965,0,1.8641,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0010087,NaN,NaN,NaN,NaN,1.8894,11.684,953.47,338.38,0.5,0.10799
32.679,502.68,-7.514,-2.5287e-4,7.5146,0.13171,-28.39,-0.010144,28.39,-179.98,2.0178,0.1317,28.61,-80.6,9.7906,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.022207,273883,0,1.8626,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0010033,NaN,NaN,NaN,NaN,2.0538,11.708,953.89,338.39,0.5,0.10801
33.179,498.93,-7.5123,0.0034876,7.5147,0.12772,-29.415,-0.010198,29.415,-179.98,2.0816,0.12767,28.61,-80.6,9.7906,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.022206,273965,0,1.8633,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0010061,NaN,NaN,NaN,NaN,2.1165,11.733,954.31,338.41,0.5,0.10804
33.679,495.17,-7.5115,0.0016232,7.5123,0.0068088,-30.455,-0.010252,30.455,-179.98,2.0783,0.0066125,28.61,-80.6,9.7906,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.022198,273958,0,1.8628,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0010086,NaN,NaN,NaN,NaN,2.0773,11.757,954.73,338.42,0.5,0.10806
34.179,491.42,-7.5092,0.0045729,7.5126,0.16672,-31.473,-0.010307,31.473,-179.98,1.995,0.16666,28.61,-80.6,9.7907,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.022198,274052,0,1.8636,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0010084,NaN,NaN,NaN,NaN,1.9513,11.781,955.17,338.44,0.5,0.10808
34.679,487.66,-7.5087,0.0010635,7.5094,0.061799,-32.479,-0.010362,32.479,-179.98,2.0259,0.061789,28.61,-80.6,9.7907,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.022187,274019,0,1.8627,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0010045,NaN,NaN,NaN,NaN,2.0431,11.806,955.62,338.45,0.5,0.1081
35.179,483.91,-7.5062,0.0050415,7.5101,0.19211,-33.516,-0.010416,33.516,-179.98,2.1219,0.19205,28.61,-80.6,9.7907,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.022189,274131,0,1.8638,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0010057,NaN,NaN,NaN,NaN,2.1738,11.83,956.06,338.47,0.5,0.10812
35.679,480.16,-7.506,2.4616e-4,7.5062,0.015541,-34.575,-0.010471,34.575,-179.98,2.1141,0.015539,28.61,-80.6,9.7907,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.022176,274070,0,1.8625,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0010096,NaN,NaN,NaN,NaN,2.1107,11.855,956.5,338.48,0.5,0.10814
36.179,476.4,-7.5024,0.0071918,7.5088,0.26758,-35.598,-0.010527,35.598,-179.98,1.9804,0.26748,28.61,-80.6,9.7907,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.022183,274251,0,1.8645,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0010093,NaN,NaN,NaN,NaN,1.91,11.879,956.94,338.5,0.5,0.10817
36.679,472.65,-7.5034,-0.0020267,7.5026,0.053776,-36.595,-0.010583,36.595,-179.98,2.0073,0.053738,28.61,-80.6,9.7907,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.022163,274106,0,1.8621,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001003,NaN,NaN,NaN,NaN,2.0223,11.903,957.38,338.51,0.5,0.10819
37.179,468.9,-7.4977,0.011484,7.5091,0.37943,-37.646,-0.010637,37.646,-179.98,2.1969,0.37925,28.61,-80.6,9.7907,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.022182,274429,0,1.8661,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0010043,NaN,NaN,NaN,NaN,2.2983,11.928,957.82,338.53,0.5,0.10821
37.679,465.15,-7.5013,-0.0071445,7.4977,0.034539,-38.74,-0.010692,38.74,-179.98,2.18,0.033792,28.61,-80.6,9.7907,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.022147,274099,0,1.8611,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001012,NaN,NaN,NaN,NaN,2.1717,11.952,958.26,338.54,0.5,0.10823
38.179,461.4,-7.4983,0.0059825,7.5014,0.066047,-39.822,-0.01075,39.822,-179.98,2.1471,0.065775,28.61,-80.6,9.7907,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.022157,274318,0,1.8636,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0010117,NaN,NaN,NaN,NaN,2.1304,11.977,958.7,338.56,0.5,0.10826
38.679,457.65,-7.4934,0.0097569,7.5045,0.40131,-40.846,-0.010807,40.846,-179.98,1.9465,0.4012,28.61,-80.6,9.7908,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.022165,274515,0,1.8659,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0010098,NaN,NaN,NaN,NaN,1.8409,12.001,959.14,338.57,0.5,0.10828
39.179,453.91,-7.4928,0.0011645,7.5001,0.41397,-41.767,-0.010863,41.767,-179.99,1.7395,0.41397,28.61,-80.6,9.7908,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.022151,274435,0,1.8644,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0010005,NaN,NaN,NaN,NaN,1.6305,12.025,959.57,338.59,0.5,0.1083
39.679,450.16,-7.4935,-0.0014343,7.4959,0.27949,-42.672,-0.010915,42.672,-179.99,1.8793,0.27948,28.61,-80.6,9.7908,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.022138,274366,0,1.863,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.9231e-4,NaN,NaN,NaN,NaN,1.9542,12.05,960.01,338.6,0.5,0.10834
40.179,446.41,-7.4935,1.3049e-4,7.4936,0.032222,-43.616,-0.010964,43.616,-179.99,1.8954,0.032222,28.61,-80.6,9.7908,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.02213,274365,0,1.8625,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.9781e-4,NaN,NaN,NaN,NaN,1.9047,12.074,960.45,338.62,0.5,0.10836
40.679,442.67,-7.4917,0.0035511,7.4935,0.0177,-44.561,-0.011014,44.561,-179.99,1.8867,0.01734,28.61,-80.6,9.7908,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.022129,274445,0,1.8632,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.9845e-4,NaN,NaN,NaN,NaN,1.8829,12.098,960.89,338.63,0.5,0.10839
41.179,438.92,-7.4903,0.0028476,7.4919,0.080587,-45.494,-0.011064,45.494,-179.99,1.8465,0.080537,28.61,-80.6,9.7908,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.022123,274472,0,1.8631,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.9788e-4,NaN,NaN,NaN,NaN,1.8258,12.123,961.33,338.65,0.5,0.10841
41.679,435.18,-7.4889,0.0028452,7.4906,0.090004,-46.429,-0.011114,46.429,-179.99,1.8914,0.089959,28.61,-80.6,9.7908,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.022118,274506,0,1.8631,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.961e-4,NaN,NaN,NaN,NaN,1.916,12.147,961.77,338.66,0.5,0.10843
42.179,431.43,-7.4867,0.0042549,7.4903,0.19317,-47.399,-0.011164,47.399,-179.99,1.988,0.19312,28.61,-80.6,9.7908,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.022117,274579,0,1.8637,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.9772e-4,NaN,NaN,NaN,NaN,2.0398,12.171,962.21,338.67,0.5,0.10847
42.679,427.69,-7.4853,0.002841,7.4886,0.2196,-48.365,-0.011216,48.365,-179.99,1.8782,0.21958,28.61,-80.6,9.7909,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.02211,274599,0,1.8635,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0010014,NaN,NaN,NaN,NaN,1.8209,12.196,962.65,338.69,0.5,0.10851
43.179,423.95,-7.4841,0.0023574,7.4869,0.20034,-49.329,-0.011267,49.329,-179.99,1.9784,0.20032,28.61,-80.601,9.7909,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.022105,274620,0,1.8633,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.9675e-4,NaN,NaN,NaN,NaN,2.032,12.22,963.09,338.7,0.5,0.10853
43.679,420.21,-7.4837,8.9638e-4,7.4842,0.034118,-50.323,-0.011318,50.323,-179.99,1.9954,0.034106,28.61,-80.601,9.7909,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.022096,274603,0,1.8627,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0010007,NaN,NaN,NaN,NaN,2.0052,12.244,963.53,338.72,0.5,0.10855
44.179,416.46,-7.4813,0.0047683,7.4848,0.17201,-51.299,-0.011371,51.299,-179.99,1.9094,0.17195,28.61,-80.601,9.7909,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.022096,274710,0,1.8637,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0010014,NaN,NaN,NaN,NaN,1.8648,12.269,963.97,338.73,0.5,0.10858
44.679,412.72,-7.4806,0.0013915,7.4819,0.12266,-52.238,-0.011423,52.238,-179.99,1.8481,0.12265,28.61,-80.601,9.7909,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.022087,274685,0,1.8629,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.9752e-4,NaN,NaN,NaN,NaN,1.8165,12.293,964.41,338.75,0.5,0.1086
45.179,408.98,-7.4779,0.0053733,7.4829,0.24186,-53.132,-0.011474,53.132,-179.99,1.7272,0.24181,28.61,-80.601,9.7909,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.022089,274804,0,1.8641,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.9497e-4,NaN,NaN,NaN,NaN,1.6642,12.317,964.84,338.76,0.5,0.10862
45.679,405.25,-7.4784,-9.7198e-4,7.478,0.03313,-54,-0.011523,54,-179.99,1.7438,0.033115,28.61,-80.601,9.7909,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.022073,274707,0,1.8623,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.9001e-4,NaN,NaN,NaN,NaN,1.7532,12.342,965.28,338.78,0.5,0.10864
46.179,401.51,-7.4754,0.006064,7.4801,0.20763,-54.898,-0.01157,54.898,-179.99,1.8475,0.20754,28.61,-80.601,9.7909,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.022079,274868,0,1.8641,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.9069e-4,NaN,NaN,NaN,NaN,1.9029,12.366,965.72,338.79,0.5,0.10867
46.679,397.77,-7.474,0.0026717,7.4778,0.24959,-55.79,-0.011618,55.79,-179.99,1.7228,0.24957,28.61,-80.601,9.7909,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.022071,274866,0,1.8636,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.9431e-4,NaN,NaN,NaN,NaN,1.6578,12.39,966.16,338.81,0.5,0.10869
47.179,394.03,-7.4699,0.0083235,7.4807,0.41292,-56.703,-0.011665,56.703,-179.99,1.9292,0.41283,28.61,-80.601,9.791,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.022079,275056,0,1.8658,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.8936e-4,NaN,NaN,NaN,NaN,2.0384,12.414,966.6,338.82,0.5,0.10871
47.679,390.3,-7.4688,0.0020817,7.4773,0.43675,-57.723,-0.011713,57.723,-179.99,2.1475,0.43674,28.61,-80.601,9.791,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.022068,275015,0,1.8648,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.9692e-4,NaN,NaN,NaN,NaN,2.263,12.439,967.04,338.84,0.5,0.10873
48.179,386.56,-7.4722,-0.0067806,7.4688,0.019914,-58.794,-0.011766,58.794,-179.99,2.1382,0.018724,28.61,-80.601,9.791,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.022042,274785,0,1.8612,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0010062,NaN,NaN,NaN,NaN,2.134,12.463,967.47,338.85,0.5,0.10876
48.679,382.83,-7.4664,0.01167,7.4768,0.3441,-59.82,-0.011821,59.82,-179.99,1.9662,0.3439,28.61,-80.601,9.791,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.022064,275160,0,1.8659,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0010062,NaN,NaN,NaN,NaN,1.8768,12.487,967.91,338.87,0.5,0.10878
49.179,379.1,-7.4678,-0.0027794,7.4689,0.25239,-60.835,-0.011876,60.835,-179.99,2.0924,0.25238,28.61,-80.601,9.791,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.02204,274952,0,1.8626,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.9803e-4,NaN,NaN,NaN,NaN,2.1595,12.512,968.35,338.88,0.5,0.1088
49.679,375.36,-7.4643,0.0070483,7.4722,0.34013,-61.838,-0.01193,61.838,-179.99,1.9224,0.34005,28.61,-80.601,9.791,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.022049,275158,0,1.865,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0010036,NaN,NaN,NaN,NaN,1.834,12.536,968.79,338.9,0.5,0.10882
50.179,371.63,-7.4661,-0.0036772,7.4649,0.12774,-62.784,-0.011984,62.784,-179.99,1.8585,0.12768,28.61,-80.601,9.791,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.022026,274969,0,1.862,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.9595e-4,NaN,NaN,NaN,NaN,1.8257,12.56,969.23,338.91,0.5,0.10884
50.679,367.9,-7.4641,0.0039033,7.4661,0.014184,-63.711,-0.012036,63.711,-179.99,1.8517,0.013636,28.61,-80.601,9.791,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.022029,275096,0,1.8633,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.936e-4,NaN,NaN,NaN,NaN,1.8489,12.584,969.66,338.93,0.5,0.10887
51.179,364.17,-7.4619,0.0044912,7.4658,0.2039,-64.663,-0.012086,64.663,-179.99,1.9537,0.20385,28.61,-80.601,9.791,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.022027,275167,0,1.8638,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.9309e-4,NaN,NaN,NaN,NaN,2.0078,12.609,970.1,338.94,0.5,0.10891
51.679,360.44,-7.4616,5.4093e-4,7.4623,0.097603,-65.652,-0.012136,65.652,-179.99,2.0025,0.097602,28.61,-80.601,9.7911,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.022016,275120,0,1.8627,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.9696e-4,NaN,NaN,NaN,NaN,2.0288,12.633,970.54,338.95,0.5,0.10893
52.179,356.7,-7.4602,0.0029316,7.4616,0.020347,-66.65,-0.012188,66.65,-179.99,1.9924,0.020135,28.61,-80.601,9.7911,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.022013,275179,0,1.8631,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.9898e-4,NaN,NaN,NaN,NaN,1.9878,12.657,970.98,338.97,0.5,0.10895
52.679,352.98,-7.4588,0.0027336,7.4602,0.045434,-67.641,-0.012241,67.641,-179.99,1.9697,0.045352,28.61,-80.601,9.7911,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.022008,275209,0,1.8631,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.9837e-4,NaN,NaN,NaN,NaN,1.9586,12.681,971.41,338.98,0.5,0.10897
53.179,349.25,-7.4564,0.0047209,7.4604,0.20258,-68.651,-0.012293,68.651,-179.99,2.071,0.20252,28.61,-80.601,9.7911,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.022007,275297,0,1.8638,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.9725e-4,NaN,NaN,NaN,NaN,2.1247,12.706,971.85,339,0.5,0.109
53.679,345.52,-7.4557,0.00138,7.4575,0.1662,-69.666,-0.012347,69.666,-179.99,1.9879,0.16619,28.61,-80.601,9.7911,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.021998,275272,0,1.8631,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0010013,NaN,NaN,NaN,NaN,1.9452,12.73,972.29,339.01,0.5,0.10902
54.179,341.79,-7.4549,0.0017326,7.4557,0.013901,-70.658,-0.0124,70.658,-179.99,1.981,0.013792,28.61,-80.601,9.7911,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.021992,275289,0,1.8629,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.9764e-4,NaN,NaN,NaN,NaN,1.9781,12.754,972.73,339.03,0.5,0.10904
54.679,338.06,-7.4514,0.0070086,7.4579,0.27926,-71.683,-0.012454,71.683,-179.99,2.1206,0.27917,28.61,-80.601,9.7911,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.021997,275452,0,1.8646,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.9724e-4,NaN,NaN,NaN,NaN,2.1941,12.778,973.16,339.04,0.5,0.10906
55.179,334.34,-7.4497,0.0033743,7.4559,0.344,-72.701,-0.012508,72.701,-179.99,1.9486,0.34398,28.61,-80.601,9.7911,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.02199,275460,0,1.8643,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0010029,NaN,NaN,NaN,NaN,1.8596,12.803,973.6,339.06,0.5,0.10908
55.679,330.61,-7.4513,-0.0032095,7.4499,0.078435,-73.685,-0.012562,73.685,-179.99,1.9878,0.078369,28.61,-80.601,9.7911,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.021972,275320,0,1.862,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.9525e-4,NaN,NaN,NaN,NaN,2.009,12.827,974.04,339.07,0.5,0.10911
56.179,326.89,-7.4479,0.006683,7.4531,0.21787,-74.706,-0.012614,74.706,-179.99,2.0966,0.21777,28.61,-80.601,9.7912,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.02198,275520,0,1.8643,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.9709e-4,NaN,NaN,NaN,NaN,2.1541,12.851,974.47,339.09,0.5,0.10913
56.679,323.16,-7.4484,-9.7062e-4,7.448,0.012483,-75.756,-0.012668,75.756,-179.99,2.1029,0.012446,28.61,-80.601,9.7912,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.021964,275410,0,1.8624,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0010014,NaN,NaN,NaN,NaN,2.1068,12.875,974.91,339.1,0.5,0.10915
57.179,319.44,-7.4455,0.0057778,7.4499,0.19386,-76.831,-0.012723,76.831,-179.99,2.1998,0.19377,28.61,-80.601,9.7912,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.021969,275564,0,1.864,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0010018,NaN,NaN,NaN,NaN,2.2509,12.899,975.35,339.12,0.5,0.10917
57.679,315.72,-7.4455,9.7529e-5,7.4458,0.077102,-77.922,-0.01278,77.922,-179.99,2.1612,0.077102,28.61,-80.601,9.7912,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.021955,275492,0,1.8626,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0010058,NaN,NaN,NaN,NaN,2.1419,12.924,975.78,339.13,0.5,0.1092
58.179,312,-7.4432,0.0046007,7.4465,0.16615,-78.981,-0.012837,78.981,-179.99,2.0782,0.16608,28.61,-80.601,9.7912,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.021957,275603,0,1.8637,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001004,NaN,NaN,NaN,NaN,2.0357,12.948,976.22,339.15,0.5,0.10922
58.679,308.28,-7.4412,0.0039517,7.4457,0.25401,-79.989,-0.012894,79.989,-179.99,1.9512,0.25398,28.61,-80.601,9.7912,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.021953,275652,0,1.8639,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1e-3,NaN,NaN,NaN,NaN,1.8859,12.972,976.66,339.16,0.5,0.10924
